1.189048158057912224e-01,1.236445196138708791e-01
4.464306476668231799e-02,1.236445196138708791e-01
-2.040123149736477667e-02,1.236445196138708791e-01
-8.477827534661724895e-02,1.236445196138708791e-01
-1.382290848017689311e-01,1.236445196138708791e-01
-1.841221733614875344e-01,1.236445196138708791e-01
-2.252492265375709013e-01,1.236445196138708791e-01
-2.610737129764393871e-01,1.236445196138708791e-01
-2.913111490733412690e-01,1.236445196138708791e-01
-3.186451337165768782e-01,1.236445196138708791e-01
-3.494400336244584682e-01,1.236445196138708791e-01
-3.702251996651748089e-01,1.236445196138708791e-01
-3.917166250983849518e-01,1.236445196138708791e-01
-4.051770995483349180e-01,1.236445196138708791e-01
-4.198394774336686730e-01,1.236445196138708791e-01
-4.289517324595552017e-01,1.236445196138708791e-01
-4.441344924918144144e-01,1.236445196138708791e-01
-4.515010864701574089e-01,1.236445196138708791e-01
-4.394287221921723274e-01,1.236445196138708791e-01
-4.071031326262954941e-01,1.236445196138708791e-01
-3.565020478634880474e-01,1.236445196138708791e-01
-2.942726204714106730e-01,1.236445196138708791e-01
-2.290445627591033151e-01,1.236445196138708791e-01
-1.670146127579084094e-01,1.236445196138708791e-01
-1.118068604680445971e-01,1.236445196138708791e-01
-6.508076045082411554e-02,1.236445196138708791e-01
-2.617527226186372805e-02,1.236445196138708791e-01
4.239871858919342859e-03,1.236445196138708791e-01
2.623865886458787849e-02,1.236445196138708791e-01
4.244808558166533047e-02,1.236445196138708791e-01
5.294315384323635548e-02,1.236445196138708791e-01
5.891945679168519162e-02,1.236445196138708791e-01
6.162793470138422380e-02,1.236445196138708791e-01
6.202053242114020926e-02,1.236445196138708791e-01
5.913124010986621493e-02,1.236445196138708791e-01
5.681608658493619152e-02,1.236445196138708791e-01
5.968545425852197356e-02,1.236445196138708791e-01
7.119322451853787870e-02,1.236445196138708791e-01
9.256847770774763451e-02,1.236445196138708791e-01
1.212831858500988957e-01,1.236445196138708791e-01
1.512496144480222904e-01,1.236445196138708791e-01
